,latitude,longitude
22884,38.1839,-85.7106
22885,34.1124,-84.302
22886,39.9015,-104.9407
22887,37.9678,-87.4855
22888,36.7062,-99.8918
22889,41.0375,-111.9326
22890,42.7632,-88.1974
22891,34.1016,-118.0537
22892,32.3401,-93.6092
22893,43.1441,-88.2271
22894,41.8482,-88.3098
22895,43.1122,-87.9932
22896,34.0766,-118.2646
22897,37.9053,-122.0549
22898,37.3483,-121.9844
22899,45.3377,-122.57
22900,34.1767,-118.6159
22901,26.4546,-80.0656
22902,34.1672,-118.3989
22903,21.3274,-158.0103
22904,32.7098,-108.302
22905,40.3044,-86.4689
22906,28.9295,-82.4892
22907,36.1032,-79.8794
22908,33.5531,-84.4003
22909,31.7595,-86.0107
22910,42.1054,-87.7535
22911,44.955,-93.3829
22912,38.025,-121.2972
22913,45.3583,-95.2049
22914,36.2336,-80.3915
22915,34.0745,-118.1434
22916,38.9142,-94.4073
22917,37.9156,-122.2985
22918,47.6621,-122.6981
22919,33.9291,-117.8845
22920,35.251,-90.0296
22921,34.1016,-118.0537
22922,41.7212,-93.5682
22923,43.5501,-89.4714
22924,41.8805,-87.6873
22925,37.8652,-94.0124
22926,,
22927,33.7364,-117.8229
22928,36.8952,-104.4349
22929,35.4596,-86.7812
22930,47.024,-122.7827
22931,41.8022,-87.6006
22932,,
22933,36.8149,-119.7106
22934,43.6286,-95.6059
22935,31.0893,-91.096
22936,26.7165,-80.0679
22937,36.2957,-76.9966
22938,33.9922,-79.5929
22939,47.6421,-117.1977
22940,37.8906,-120.4717
22941,38.8703,-119.6115
22942,29.9583,-82.1185
22943,33.4354,-86.1134
22944,28.9093,-81.1922
22945,33.5806,-96.1836
22946,37.9872,-84.1789
22947,38.6208,-86.5899
22948,39.7096,-86.2614
22949,33.9058,-117.7865
22950,42.0639,-87.9856
22951,29.735,-95.4118
22952,43.6322,-116.2052
22953,35.4908,-93.4911
22954,36.6677,-121.6596
22955,34.4802,-117.4082
22956,28.8639,-81.8998
22957,40.7965,-124.1737
22958,38.0286,-93.7536
22959,30.1388,-97.2921
22960,34.1722,-118.379
22961,32.9003,-84.0626
22962,40.4262,-105.09
22963,36.8205,-108.011
22964,41.2925,-95.9141
22965,32.7093,-114.4905
22966,42.471,-83.1438
22967,35.4605,-97.3974
22968,42.3883,-83.1937
22969,42.67100000000001,-82.9988
22970,33.9413,-118.0356
22971,34.1819,-83.9024
22972,34.1559,-116.4313
22973,42.3028,-85.2128
22974,43.0407,-87.9357
22975,34.774,-77.3781
22976,45.4985,-122.7787
22977,29.3222,-81.0584
22978,31.3352,-85.1455
22979,41.8968,-85.9923
22980,37.0313,-122.1198
22981,35.3747,-81.3509
22982,42.9934,-84.1595
22983,42.2325,-83.6336
22984,37.7479,-84.2947
22985,42.5254,-96.4005
22986,,
22987,34.7788,-99.3334
22988,36.5208,-82.5168
22989,41.6077,-87.7542
22990,48.8625,-122.5953
22991,44.855,-92.6313
22992,38.9497,-104.767
22993,35.7323,-79.7893
22994,39.7402,-105.5983
22995,34.2237,-77.8862
22996,27.4229,-97.8407
22997,26.7492,-80.0725
22998,41.3301,-92.2019
22999,42.4834,-91.449
23000,32.3112,-110.9179
23001,43.0378,-86.1912
23002,42.9373,-87.9943
23003,36.2832,-83.0374
23004,42.7388,-84.4764
23005,41.9909,-87.6629
23006,34.1911,-85.7705
23007,39.7378,-104.8152
23008,,
23009,39.9323,-85.848
23010,44.949,-123.004
23011,33.7339,-118.2914
23012,40.5674,-89.6243
23013,44.9927,-123.0167
23014,41.6194,-87.8423
23015,38.4987,-101.3589
23016,34.4528,-83.113
23017,44.0561,-122.9171
23018,41.7602,-88.0159
23019,36.5853,-91.2724
23020,40.1913,-75.4373
23021,42.426,-83.2495
23022,36.34,-97.6848
23023,38.6264,-88.9481
23024,37.6875,-122.4388
23025,33.9581,-118.1174
23026,34.1537,-117.8437
23027,33.4913,-112.2468
23028,33.955,-118.3556
23029,42.426,-83.2495
23030,42.1054,-87.7535
23031,41.4191,-87.7748
23032,42.9373,-87.9943
23033,32.8697,-96.9389
23034,41.5335,-87.4228
23035,34.3241,-78.71600000000002
23036,39.9575,-86.023
23037,45.5482,-90.2942
23038,37.944,-120.6423
23039,30.1876,-97.7472
23040,,
23041,28.6617,-81.3122
23042,31.1164,-97.7278
23043,33.955,-118.3556
23044,41.5487,-93.5827
23045,31.8543,-111.0003
23046,42.2636,-88.0048
23047,32.0656,-91.2578
23048,34.1073,-118.2266
23049,38.6669,-90.3225
23050,41.6067,-93.7457
23051,33.9462,-118.2013
23052,41.0401,-94.194
23053,33.7169,-96.5235
23054,37.9194,-122.0259
23055,,
23056,33.5701,-117.7086
23057,37.4969,-122.2674
23058,40.1186,-87.2602
23059,38.4232,-121.3599
23060,35.9727,-114.8344
23061,33.6617,-112.037
23062,40.0685,-102.393
23063,37.12300000000001,-93.48
23064,46.7016,-92.0912
23065,33.9886,-118.0883
23066,47.7559,-122.3003
23067,41.9464,-87.7042
23068,40.1207,-88.0472
23069,48.5004,-122.6309
23070,36.5086,-84.0454
23071,39.6206,-105.0901
23072,47.1976,-119.8459
23073,39.8259,-104.9113
23074,41.7243,-122.4638
23075,42.9104,-85.8276
23076,43.6899,-89.8915
23077,38.6071,-86.0787
23078,33.9462,-118.2013
23079,33.1968,-117.2831
23080,43.5451,-109.6492
23081,,
23082,33.9228,-117.4867
23083,45.6729,-92.3545
23084,28.1367,-82.461
23085,32.5934,-83.6416
23086,,
23087,48.4352,-122.2082
23088,33.5623,-112.0559
23089,33.3985,-90.8839
23090,35.5042,-97.4806
23091,48.3534,-114.1784
23092,41.0977,-85.1189
23093,,
23094,34.2538,-88.7209
23095,28.9584,-82.5993
23096,35.9631,-78.9315
23097,33.9745,-118.3548
23098,35.0781,-85.0635
23099,37.3492,-121.953
23100,44.1078,-92.4053
23101,34.1537,-117.8437
23102,30.5169,-86.4822
23103,,
23104,32.8178,-116.9223
23105,43.11600000000001,-83.6895
23106,47.9543,-117.4769
23107,42.1885,-122.693
23108,37.9901,-84.1797
23109,32.7319,-96.9057
23110,29.2117,-98.8552
23111,36.747,-84.1394
23112,36.0854,-115.2566
23113,34.2007,-118.5391
23114,36.1915,-84.0544
23115,,
23116,37.5176,-121.9287
23117,38.7703,-121.3372
23118,43.1172,-88.3446
23119,42.2374,-87.8482
23120,42.4217,-88.9943
23121,44.4874,-123.9567
23122,32.8105,-103.1587
23123,32.7015,-114.6424
23124,35.6574,-95.2033
23125,29.8285,-81.3237
23126,42.7388,-84.4764
23127,37.9846,-122.5711
23128,39.0323,-94.47
23129,33.5059,-81.6951
23130,35.6288,-95.9697
23131,27.8201,-82.7308
23132,45.7846,-122.6934
23133,34.9245,-82.3197
23134,32.8565,-96.5999
23135,38.2785,-85.594
23136,30.0569,-95.1835
23137,,
23138,34.2007,-118.5391
23139,41.359,-85.0468
23140,35.4037,-78.5421
23141,45.6418,-122.6251
23142,40.4129,-91.1005
23143,30.0569,-95.1835
23144,33.058,-80.0101
23145,35.0743,-78.8836
23146,43.0394,-97.5956
23147,30.8087,-91.1987
23148,35.7292,-84.3436
23149,,
23150,42.7624,-91.3203
23151,39.1793,-89.6499
23152,32.7893,-115.5665
23153,34.0614,-118.2385
23154,36.0662,-86.9639
23155,,
23156,37.2568,-121.8896
23157,31.9452,-111.0002
23158,45.5742,-122.6842
23159,38.2785,-85.594
23160,,
23161,29.0247,-80.9584
23162,42.6052,-87.8299
23163,32.9164,-85.9368
23164,39.195,-86.5757
23165,33.8386,-83.7104
23166,35.1124,-89.9034
23167,29.4969,-98.4032
23168,38.6171,-90.4504
23169,33.754,-117.7919
23170,37.7343,-106.0906
23171,39.7086,-104.9312
23172,41.8721,-88.016
23173,42.2991,-89.6345
23174,45.9979,-112.5988
23175,45.1814,-93.8635
23176,34.2057,-118.4001
23177,30.1579,-95.198
23178,35.4799,-79.1803
23179,26.6182,-80.056
23180,26.5955,-80.1291
23181,33.8359,-117.9086
23182,33.8766,-117.9551
23183,26.2288,-80.1635
23184,29.4589,-98.5699
23185,38.6372,-90.3776
23186,36.1259,-95.8654
23187,41.4667,-86.4831
23188,28.0131,-97.0936
23189,37.8033,-84.8607
23190,41.7602,-88.0159
23191,41.9735,-87.8658
23192,29.7005,-82.30799999999998
23193,64.5011,-165.4064
23194,33.6539,-112.1694
23195,40.8667,-97.5825
23196,41.1549,-96.1376
23197,35.4794,-97.5017
23198,32.7604,-117.0115
23199,25.9597,-80.1403
23200,44.5212,-89.5588
23201,37.7706,-122.2648
23202,39.99800000000001,-105.0963
23203,33.5961,-112.1199
23204,32.7893,-115.5665
23205,42.0376,-88.3186
23206,34.0619,-118.3995
23207,40.3928,-111.7941
23208,42.4906,-83.1366
23209,,
23210,36.1008,-115.1365
23211,,
23212,,
23213,47.4483,-122.2731
23214,32.4638,-84.9484
23215,33.7619,-118.1341
23216,38.4797,-121.4438
23217,41.1619,-85.4737
23218,41.7602,-88.0159
23219,30.5052,-97.8203
23220,41.6496,-87.6301
23221,34.3985,-118.5535
23222,32.6454,-85.3783
23223,,
23224,42.8086,-95.7124
23225,34.7722,-80.3966
23226,39.4151,-119.7668
23227,35.2842,-93.1315
23228,,
23229,28.4944,-81.2902
23230,31.7617,-93.0916
23231,33.6773,-118.0051
23232,35.7225,-78.8408
23233,42.7626,-105.3855
23234,38.6707,-121.3781
23235,30.2916,-89.8129
23236,33.4858,-111.8533
23237,41.7074,-87.9756
23238,42.2165,-88.0769
23239,30.4874,-84.3189
23240,33.4936,-111.9167
23241,33.1444,-117.1697
23242,39.4703,-118.7861
23243,34.7149,-81.2186
23244,,
23245,,
23246,37.4673,-122.1388
23247,34.8946,-80.554
23248,26.2154,-98.2359
23249,36.1433,-115.2004
23250,37.9265,-122.3342
23251,35.9279,-114.9721
23252,44.7631,-85.6206
23253,39.1051,-121.6202
23254,29.9863,-95.5208
23255,27.5429,-82.56299999999997
23256,34.1672,-118.3989
23257,44.6101,-87.4578
23258,33.5943,-112.1746
23259,46.0905,-94.8346
23260,35.2731,-80.9571
23261,44.9039,-123.0445
23262,33.56,-112.0927
23263,48.7974,-122.4448
23264,,
23265,41.2925,-95.9141
23266,34.6209,-120.1922
23267,,
23268,30.4223,-87.2248
23269,36.3169,-94.1545
23270,34.1376,-117.5999
23271,35.8298,-79.8986
23272,38.2849,-122.4696
23273,27.8914,-82.5067
23274,34.2007,-118.5391
23275,38.0266,-121.6425
23276,44.3485,-106.7073
23277,33.7419,-79.4489
23278,35.2704,-80.4211
23279,36.4676,-94.2166
23280,26.3096,-80.0992
23281,44.949,-123.004
23282,45.826,-122.8634
23283,33.1444,-117.1697
23284,40.0563,-86.0163
23285,42.3242,-83.3402
23286,44.8261,-93.3538
23287,38.5476,-90.3241
23288,41.775,-87.6421
23289,41.9596,-85.6371
23290,34.3308,-89.4835
23291,45.5142,-122.6364
23292,42.2317,-83.2673
23293,28.5697,-80.8191
23294,35.9901,-83.9622
23295,33.9778,-86.5598
23296,41.4297,-97.3684
23297,29.8598,-90.1105
23298,35.8298,-79.8986
23299,26.5548,-97.425
23300,39.6789,-86.1302
23301,44.9995,-93.0969
23302,34.1993,-84.4199
23303,35.1465,-90.1845
23304,33.6856,-112.3659
23305,64.6735,-147.0805
23306,47.536,-121.9312
23307,34.2001,-118.3264
23308,34.5887,-79.2618
23309,47.6019,-122.6299
23310,30.3658,-88.5561
23311,26.0185,-80.3449
23312,38.4822,-122.7473
23313,36.8337,-121.3439
23314,45.2241,-94.9116
23315,29.6954,-82.4023
23316,33.8708,-118.3295
23317,44.8965,-93.1034
23318,41.5094,-87.8248
23319,33.8106,-118.3507
23320,,
23321,,
23322,31.7617,-93.0916
23323,28.4944,-81.2902
23324,37.2125,-119.5143
23325,45.3377,-122.57
23326,29.4589,-98.5699
23327,30.0167,-95.447
23328,44.7849,-106.9648
23329,41.6788,-93.2588
23330,30.5928,-88.1946
23331,,
23332,32.3823,-80.7603
23333,41.7814,-87.7705
23334,44.9528,-93.4372
23335,33.9446,-80.3206
23336,33.0198,-96.9925
23337,30.449,-97.9669
23338,37.2296,-121.9834
23339,34.953,-120.4357
23340,37.8147,-89.2218
23341,47.1126,-122.7794
23342,32.2778,-83.4948
23343,46.8551,-92.0074
23344,42.2727,-89.2373
23345,34.2846,-119.2222
23346,38.8339,-104.8214
23347,33.5021,-112.0305
23348,33.4699,-95.1937
23349,44.6615,-90.1784
23350,35.1945,-94.3983
23351,35.8729,-79.5821
23352,40.6205,-88.9759
23353,35.4852,-94.779
23354,29.7477,-95.603
23355,38.4168,-122.5547
23356,47.5344,-122.3547
23357,37.7509,-122.4153
23358,35.7502,-97.93
23359,33.4368,-112.3834
23360,37.2753,-107.8801
23361,42.0639,-83.9442
23362,37.6873,-121.8957
23363,32.5165,-94.3251
23364,43.0579,-83.3332
23365,48.2028,-114.3039
23366,43.0578,-85.6845
23367,33.5916,-117.6985
23368,37.2803,-121.9539
23369,33.156,-91.9975
23370,40.9013,-89.5068
23371,44.4152,-85.4202
23372,30.4507,-81.6626
23373,25.6964,-80.4401
23374,42.6735,-82.9163
23375,31.9425,-83.5579
23376,34.6831,-82.825
23377,30.8287,-93.2685
23378,44.022,-88.5436
23379,42.3945,-83.2454
23380,33.0033,-96.882
23381,37.3492,-121.953
23382,34.4827,-118.6254
23383,43.714,-89.007
23384,33.3958,-84.7121
23385,34.3547,-119.0713
23386,38.9129,-104.7734
23387,42.5016,-83.1027
23388,34.0116,-118.3411
23389,33.8181,-118.0357
23390,33.2932,-86.76799999999999
23391,46.7987,-92.0946
23392,32.8653,-96.9905
23393,36.0811,-115.2169
23394,39.6269,-119.7081
23395,32.9097,-109.856
23396,35.1204,-76.9842
23397,,
23398,,
23399,36.1716,-94.0428
23400,34.1867,-118.449
23401,30.3437,-97.7316
23402,33.8359,-117.9086
23403,41.9703,-87.7042
23404,26.4546,-80.0656
23405,34.4262,-118.449
23406,37.4791,-122.4459
23407,25.573,-80.3374
23408,,
23409,34.9681,-81.0489
23410,30.6697,-81.4626
23411,36.3314,-119.6491
23412,35.3172,-120.8333
23413,39.1355,-119.7588
23414,,
23415,29.397,-94.9203
23416,41.8049,-87.8995
23417,42.9104,-85.8276
23418,47.8411,-117.3759
23419,,
23420,40.7111,-89.6324
23421,35.3119,-81.0306
23422,28.4944,-81.2902
23423,42.0384,-88.2606
23424,,
23425,37.7786,-122.4892
23426,40.3544,-91.4348
23427,29.3509,-98.6109
23428,43.524,-96.7341
23429,33.5229,-82.0852
23430,34.2321,-84.15799999999999
23431,41.7262,-87.8289
23432,,
23433,35.244,-81.044
23434,38.6845,-121.2256
23435,47.6301,-122.2972
23436,47.2073,-122.4444
23437,42.5034,-82.9387
23438,29.5234,-98.5273
23439,28.514,-81.357
23440,35.3106,-98.3148
23441,38.3816,-90.8016
23442,33.2509,-111.8593
23443,30.4036,-97.7526
23444,43.95399999999999,-90.8146
23445,42.2624,-85.6096
23446,,
23447,42.3982,-82.9925
23448,33.0243,-85.0739
23449,46.9884,-94.5033
23450,33.8444,-84.4741
23451,29.6896,-95.5106
23452,47.6116,-122.3056
23453,26.6654,-80.0929
23454,42.2196,-88.2426
23455,38.4822,-122.7473
23456,45.9219,-122.7126
23457,42.1139,-88.0429
23458,38.6554,-121.2611
23459,35.0717,-106.509
23460,44.3056,-96.7914
23461,30.4207,-90.0589
23462,38.4243,-121.437
23463,37.31800000000001,-122.0449
23464,30.2787,-81.5831
23465,29.5405,-95.3208
23466,26.007,-80.1219
23467,38.5128,-90.6306
23468,41.886,-88.311
23469,33.8744,-117.8543
23470,45.5235,-122.6762
23471,30.4874,-84.3189
23472,37.3814,-122.1258
23473,32.7835,-117.0189
23474,34.5896,-86.9887
23475,47.7188,-122.1966
23476,,
23477,44.9286,-120.1309
23478,30.8172,-92.664
23479,27.0933,-82.4498
23480,25.7022,-80.2978
23481,33.3364,-80.1859
23482,30.3705,-97.9427
23483,45.3727,-122.7631
23484,35.9877,-120.1227
23485,39.8671,-104.9227
23486,33.8635,-84.0081
23487,33.5251,-81.9394
23488,33.9583,-118.3259
23489,32.9031,-96.5472
23490,36.1149,-115.2161
23491,30.1118,-94.1901
23492,46.8106,-92.0767
23493,33.8397,-118.3542
23494,37.7786,-122.4892
23495,,
23496,41.9399,-87.6528
23497,29.1419,-81.1402
23498,42.9208,-108.5913
23499,41.6143,-87.04700000000003
23500,27.09,-82.37
23501,42.3703,-84.2485
23502,34.2007,-118.5391
23503,30.3031,-81.4404
23504,33.4109,-88.5047
23505,33.6165,-111.9554
23506,31.7837,-82.3486
23507,38.0617,-87.5548
23508,,
23509,,
23510,35.4574,-84.6043
23511,46.7246,-122.9671
23512,35.2731,-80.9571
23513,32.8282,-116.7543
23514,34.6131,-98.6154
23515,37.7383,-121.4345
23516,44.4388,-88.0806
23517,28.6513,-81.2066
23518,39.8977,-86.1797
23519,30.5209,-94.8221
23520,43.1808,-95.8401
23521,,
23522,26.0697,-80.2246
23523,31.7763,-106.4932
23524,34.4038,-119.7194
23525,35.0726,-106.5749
23526,37.5671,-122.3676
23527,40.0325,-86.9074
23528,43.9089,-116.4927
23529,37.9479,-122.5363
23530,36.3323,-84.6063
23531,37.6746,-121.0113
23532,36.1032,-79.8794
23533,29.9975,-90.2146
23534,39.4402,-123.7703
23535,37.8071,-122.2851
23536,,
23537,35.7645,-78.7112
23538,39.0323,-94.47
23539,39.6374,-105.3402
23540,31.9883,-110.2941
23541,45.0192,-93.2401
23542,40.4509,-86.1352
23543,41.6787,-87.5005
23544,32.6671,-117.0221
23545,28.2061,-80.685
23546,29.7512,-96.39
23547,40.218,-85.37899999999998
23548,33.5531,-84.4003
23549,37.2713,-122.0227
23550,34.4146,-91.431
23551,41.7862,-88.0879
23552,35.53800000000001,-100.9579
23553,46.8172,-95.8453
23554,37.3108,-121.9623
23555,38.4549,-122.2564
23556,35.9203,-79.0372
23557,26.1421,-80.1728
23558,35.5949,-105.2272
23559,28.7577,-81.3508
23560,,
23561,31.1256,-93.1736
23562,45.7045,-89.3866
23563,35.4853,-97.5372
23564,,
23565,37.4245,-122.296
23566,31.7763,-106.4932
23567,47.4156,-92.9356
23568,33.9241,-118.2013
23569,33.9132,-81.4598
23570,,
23571,32.2704,-97.1792
23572,38.2222,-85.6885
23573,44.5463,-88.1021
23574,37.3304,-121.7913
23575,32.9657,-96.8825
23576,44.6615,-90.1784
23577,27.8918,-82.7248
23578,33.1444,-117.1697
23579,36.5493,-93.3388
23580,40.4001,-86.8602
23581,40.7111,-89.6324
23582,47.8411,-117.3759
23583,,
23584,33.1602,-117.325
23585,47.5293,-121.8225
23586,47.2073,-122.4444
23587,,
23588,40.111,-88.2407
23589,41.3507,-72.1062
23590,47.8948,-122.1987
23591,27.4547,-82.5359
23592,35.3935,-119.1205
23593,35.6498,-82.7106
23594,32.3977,-93.8025
23595,61.206,-149.8101
23596,38.2859,-95.2594
23597,33.4679,-84.4806
23598,40.0746,-88.1691
23599,39.5043,-85.7875
23600,36.0383,-78.8764
23601,29.8617,-95.3403
23602,41.5878,-87.4532
23603,,
23604,33.4913,-112.2468
23605,47.7556,-117.4146
23606,41.5094,-87.8248
23607,33.4936,-111.9167
23608,43.4272,-96.1781
23609,29.919,-95.5569
23610,35.1494,-85.3362
23611,43.9688,-86.4403
23612,33.2404,-84.2734
23613,38.7229,-90.4474
23614,40.3044,-86.4689
23615,35.8054,-97.0159
23616,29.6577,-81.6595
23617,,
23618,43.8454,-88.8424
23619,34.0662,-117.7763
23620,43.1619,-85.6877
23621,29.9642,-90.3682
23622,42.5978,-82.8823
23623,35.097,-85.5897
23624,32.8423,-93.9504
23625,34.1145,-118.1929
23626,47.1043,-123.0552
23627,36.1338,-105.5712
23628,47.7992,-103.9487
23629,35.7225,-78.8408
23630,43.8067,-83.0054
23631,39.7914,-95.6004
23632,28.4655,-82.5981
23633,35.8729,-79.5821
23634,35.5435,-80.6129
23635,29.8324,-95.472
23636,37.5538,-122.27
23637,39.7555,-121.6069
23638,41.2845,-87.4191
23639,35.9299,-85.8046
23640,34.1838,-79.7728
23641,,
23642,38.2431,-93.3819
23643,43.1188,-87.9478
23644,37.31800000000001,-122.0449
23645,41.9209,-87.7043
23646,38.3799,-82.6321
23647,41.6996,-87.6628
23648,45.5441,-122.6423
23649,45.0139,-93.1571
23650,,
23651,38.4305,-90.387
23652,30.2613,-93.2688
23653,34.8914,-117.0387
23654,41.8378,-87.7602
23655,41.8724,-88.1123
23656,43.8511,-104.2262
23657,31.417,-101.5423
23658,40.8949,-121.655
23659,39.2345,-122.0277
23660,39.3628,-86.2803
23661,43.0753,-87.9347
23662,,
23663,35.333,-94.3082
23664,37.296,-121.8939
23665,37.7024,-122.124
23666,30.4036,-97.7526
23667,38.7195,-120.8046
23668,27.8427,-82.6448
23669,36.1964,-81.3528
23670,30.6605,-88.1618
23671,42.4889,-123.1587
23672,38.0985,-122.2124
23673,44.0185,-123.0998
23674,47.33,-114.0758
23675,47.1424,-122.2652
23676,42.2818,-122.9054
23677,21.2987,-157.6985
23678,,
23679,42.5648,-83.0701
23680,35.26,-80.8042
23681,35.8673,-78.5381
23682,34.5814,-94.221
23683,34.5317,-93.0638
23684,37.1041,-113.5841
23685,,
23686,31.7438,-96.6577
23687,33.2549,-84.2728
23688,,
23689,39.7368,-104.8646
23690,41.3895,-97.4948
23691,37.1447,-92.9111
23692,33.6547,-97.1583
23693,33.6437,-117.6868
23694,42.1854,-120.3775
23695,33.1605,-117.0978
23696,30.5761,-87.0663
23697,34.5291,-117.2132
23698,35.3664,-77.9221
23699,38.2674,-85.6237
23700,41.4416,-96.4945
23701,29.7882,-81.462
23702,34.0133,-118.113
23703,43.2874,-103.811
23704,34.0447,-118.4487
23705,40.4837,-104.8994
23706,46.92100000000001,-98.7455
23707,38.9576,-105.1994
23708,,
23709,32.8594,-90.4031
23710,39.8317,-89.6465
23711,38.4319,-89.523
23712,30.2801,-81.4165
23713,44.8261,-93.3538
23714,32.8926,-83.7455
23715,33.7869,-117.9273
23716,36.5752,-95.8962
23717,39.679,-104.9631
23718,30.5169,-86.4822
23719,38.5804,-121.4922
23720,29.844,-95.6623
23721,30.2687,-81.7473
23722,44.1811,-88.4792
23723,37.9841,-122.0119
23724,41.6349,-87.4627
23725,32.825,-96.6784
23726,27.7549,-82.7208
23727,29.5617,-95.2721
23728,41.9453,-87.7474
23729,33.7047,-112.1641
23730,34.0606,-116.5656
23731,39.7224,-121.8113
23732,43.2981,-85.5367
23733,34.0378,-84.5038
23734,,
23735,43.7516,-90.2889
23736,38.5538,-121.7418
23737,33.718,-118.0505
23738,39.2965,-119.6587
23739,33.6654,-117.9686
23740,33.7752,-111.7791
23741,42.9993,-88.2196
23742,32.7604,-117.0115
23743,36.6296,-94.9432
23744,38.2651,-85.5582
23745,36.0218,-78.9478
23746,42.8697,-85.6628
23747,34.78,-96.6924
23748,21.3295,-157.8615
23749,33.7619,-118.1341
23750,29.9511,-90.206
23751,35.5043,-97.6399
23752,37.4647,-122.2304
23753,30.2801,-81.4165
23754,44.0611,-123.0153
23755,34.1227,-118.7573
23756,44.3692,-103.3617
23757,43.9058,-123.0284
23758,42.5683,-83.3805
23759,,
23760,29.4589,-98.5699
23761,37.3109,-82.4091
23762,48.9045,-122.3325
23763,39.5327,-87.3255
23764,33.4653,-86.8082
23765,39.0299,-96.8396
23766,27.09,-82.37
23767,41.603,-93.633
23768,35.6665,-97.4798
23769,42.3185,-88.9972
23770,36.1008,-115.1365
23771,34.7269,-86.5673
23772,33.9583,-118.3259
23773,34.7413,-92.4222
23774,32.7256,-97.3184
23775,42.0329,-97.4229
23776,44.9588,-123.0753
23777,42.3773,-82.9513
23778,35.1076,-89.9457
23779,38.8763,-121.143
23780,33.3851,-111.8724
23781,35.4141,-80.6162
23782,26.3839,-80.1749
23783,39.0217,-95.5379
23784,36.0756,-79.0914
23785,57.0514,-135.3166
23786,41.272,-92.6819
23787,42.2349,-85.9005
23788,34.1016,-118.0537
23789,,
23790,40.2975,-121.2273
23791,,
23792,33.6856,-112.3659
23793,34.7465,-78.8134
23794,33.9067,-118.0101
23795,41.2074,-96.0612
23796,42.4656,-83.3638
23797,35.9112,-78.9178
23798,39.0237,-104.6933
23799,30.3172,-81.722
23800,33.7364,-117.8229
23801,27.6175,-80.4231
23802,41.9209,-87.7043
23803,40.5835,-124.1473
23804,32.8479,-96.974
23805,,
23806,38.8518,-94.3944
23807,44.0223,-121.2985
23808,42.5683,-83.3805
23809,28.0173,-82.4578
23810,30.0336,-95.261
23811,36.4574,-105.0697
23812,29.844,-95.6623
23813,36.5593,-89.1947
23814,32.6168,-95.088
23815,46.0902,-93.6867
23816,32.3834,-86.2434
23817,37.6196,-122.4816
23818,34.2771,-118.4992
23819,26.2416,-81.8071
23820,36.5629,-82.6532
23821,42.073,-88.0191
23822,32.373000000000005,-109.8631
23823,33.058,-80.0101
23824,41.8384,-96.4671
23825,33.5591,-112.1332
23826,39.4202,-90.7692
23827,43.7989,-91.2175
23828,30.1668,-83.616
23829,33.6748,-117.6649
23830,37.5395,-122.2998
23831,31.9248,-91.2784
23832,32.6566,-114.4042
23833,29.4589,-98.5699
23834,,
23835,36.9721,-121.9881
23836,34.5291,-117.2132
23837,45.0192,-93.2401
23838,36.3425,-88.8554
23839,42.0144,-88.0935
23840,,
23841,30.552,-81.8145
23842,34.2079,-84.7673
23843,35.4622,-96.0122
23844,43.0378,-86.1912
23845,32.966,-96.7452
23846,33.7852,-117.3166
23847,,
23848,31.8962,-81.294
23849,34.0964,-117.9682
23850,33.1248,-86.8622
23851,21.3179,-157.8521
23852,29.6372,-83.2032
23853,32.7835,-117.0189
23854,34.048,-118.115
23855,47.615,-122.1663
23856,33.7529,-116.0556
23857,33.9163,-84.8278
23858,43.6614,-96.2216
23859,45.6681,-111.2404
23860,42.019,-93.4462
23861,42.9468,-83.81700000000002
23862,42.6885,-83.0548
23863,32.3411,-90.3229
23864,48.0379,-118.9419
23865,41.7682,-83.5797
23866,37.4987,-82.1584
23867,32.1785,-96.8823
23868,32.9756,-80.1831
23869,38.4962,-121.5297
23870,33.8896,-118.3996
23871,35.5393,-82.51799999999999
23872,35.6834,-85.77
23873,40.1795,-122.2383
23874,42.9134,-85.7053
23875,29.2012,-81.0371
23876,40.9555,-92.6195
23877,41.9909,-87.6629
23878,33.6013,-111.8867
23879,38.2712,-94.3137
23880,42.1598,-87.9644
23881,34.0481,-118.5265
23882,25.9924,-80.4089
23883,38.8069,-90.3401
23884,38.6707,-121.3781
23885,38.8152,-104.7703
23886,35.0551,-89.6767
23887,26.1793,-80.2746
23888,32.4408,-81.774
23889,34.2544,-118.2849
23890,42.7272,-87.676
23891,34.1672,-118.3989
23892,32.4122,-90.1207
23893,,
23894,38.0973,-122.5837
23895,38.0617,-87.5548
23896,36.0725,-86.72399999999998
23897,32.3374,-86.2715
23898,34.2057,-118.4001
23899,26.5936,-81.6619
23900,37.3729,-121.856
23901,44.652,-123.1333
23902,29.7461,-94.9653
23903,43.0349,-82.5748
23904,40.8444,-89.6397
23905,42.7951,-96.9258
23906,47.2665,-122.0314
23907,33.8268,-118.3118
23908,33.7532,-116.2676
23909,26.212,-80.2696
23910,34.1112,-118.4502
23911,33.2703,-79.8736
23912,32.2298,-97.7629
23913,32.5482,-82.8718
23914,42.3306,-96.2879
23915,26.2997,-80.181
23916,47.3104,-122.3612
23917,34.1339,-118.2082
23918,34.0033,-117.445
23919,32.6525,-96.558
23920,33.4188,-86.7867
23921,38.5396,-89.9583
23922,27.3111,-82.5195
23923,33.5806,-96.1836
23924,42.2692,-83.1364
23925,34.8273,-86.7499
23926,36.234,-80.6357
23927,38.5633,-90.2495
23928,42.7692,-86.1164
23929,42.2165,-88.0769
23930,,
